key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,word,ground_truth,image,category,distance_x,distance_y,participant,session,date,expName,psychopyVersion,frameRate,fbclid
w,1.689,n,1.128,space,9.927,w,0.686,1,0,48,0,1,47,sword,w,blank.png,high_none,0.22,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.645,1,0,48,1,1,47,tea,w,blank.png,low_none,0.22,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,n,0.911,1,0,48,2,1,47,jears,n,EmjAp68.png,nonse_high,0.2,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.729,1,0,48,3,1,47,title,w,EmjAp22.png,low_med,0.17,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.645,1,0,48,4,1,47,dust,w,EmjAp22.png,med_med,205,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,1.028,1,0,48,5,1,47,meel,n,EmjAp34.png,nonse_low,0.2,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,n,2.044,1,0,48,6,1,47,phomy,n,blank.png,nonse_none,0.22,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,n,1.445,1,0,48,7,1,47,fible,n,EmjAp22.png,nonse_med,0.185,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.945,1,0,48,8,1,47,grain,w,EmjAp68.png,low_high,0.2,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,n,1.312,1,0,48,9,1,47,amose,n,blank.png,nonse_none,0.22,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.645,1,0,48,10,1,47,shock,w,EmjAp68.png,high_high,0.215,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,n,1.479,1,0,48,11,1,47,lates,n,EmjAp68.png,nonse_high,0.195,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.612,1,0,48,12,1,47,flame,w,EmjAp22.png,high_med,0.213,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.679,1,0,48,13,1,47,romance,w,EmjAp34.png,high_low,0.27,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,n,0.996,1,0,48,14,1,47,tex,n,EmjAp22.png,nonse_med,0.16,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.795,1,0,48,15,1,47,whool,n,EmjAp22.png,nonse_med,0.215,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
,,,,,,w,0.762,1,0,48,16,1,47,tovel,n,blank.png,nonse_none,0.22,0,Prince Pølsegrott,001,2019-05-29_16h20.26.673,word_arousal,3.1.2,60,IwAR3U8MzSU_oSnpKYuMhXW2dmS0OZtlg6QELctsRAPrZ8dl2NQWG1hNIL1oI
