key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,word,ground_truth,image,category,distance_x,distance_y,participant,session,date,expName,psychopyVersion,frameRate,fbclid
w,1.658,n,1.658,space,11.268,w,0.863,1,0,48,0,1,47,sword,w,blank.png,high_none,0.22,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.686,1,0,48,1,1,47,tea,w,blank.png,low_none,0.22,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,1.016,1,0,48,2,1,47,jears,n,EmjAp68.png,nonse_high,0.2,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.783,1,0,48,3,1,47,title,w,EmjAp22.png,low_med,0.17,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.721,1,0,48,4,1,47,dust,w,EmjAp22.png,med_med,205,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,1.153,1,0,48,5,1,47,meel,n,EmjAp34.png,nonse_low,0.2,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,1.186,1,0,48,6,1,47,phomy,n,blank.png,nonse_none,0.22,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,1.452,1,0,48,7,1,47,fible,n,EmjAp22.png,nonse_med,0.185,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.773,1,0,48,8,1,47,grain,w,EmjAp68.png,low_high,0.2,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,0.971,1,0,48,9,1,47,amose,n,blank.png,nonse_none,0.22,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.8,1,0,48,10,1,47,shock,w,EmjAp68.png,high_high,0.215,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,1.083,1,0,48,11,1,47,lates,n,EmjAp68.png,nonse_high,0.195,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.585,1,0,48,12,1,47,flame,w,EmjAp22.png,high_med,0.213,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.656,1,0,48,13,1,47,romance,w,EmjAp34.png,high_low,0.27,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,1.587,1,0,48,14,1,47,tex,n,EmjAp22.png,nonse_med,0.16,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.82,1,0,48,15,1,47,whool,n,EmjAp22.png,nonse_med,0.215,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,1.64,1,0,48,16,1,47,tovel,n,blank.png,nonse_none,0.22,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,1.082,1,0,48,17,1,47,pupil,w,EmjAp34.png,med_low,0.2,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.566,1,0,48,18,1,47,air,w,blank.png,med_none,0.22,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,n,0.783,1,0,48,19,1,47,detry,n,EmjAp34.png,nonse_low,0.205,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
,,,,,,w,0.572,1,0,48,20,1,47,liberty,w,EmjAp68.png,med_high,0.215,0,Cecilie,001,2019-05-29_15h53.47.748,word_arousal,3.1.2,60,IwAR34b5CzvprELe_ZEdOpVRfKIS68EGW_DpU7gD1fqTJdtpfAbTq_GrM5vdM
