key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,word,ground_truth,image,category,distance_x,distance_y,participant,session,date,expName,psychopyVersion,frameRate,fbclid
w,0.997,n,1.55,space,2.164,w,0.806,1,0,48,0,1,47,sword,w,blank.png,high_none,0.22,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,w,0.955,1,0,48,1,1,47,tea,w,blank.png,low_none,0.22,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,n,1.02,1,0,48,2,1,47,jears,n,EmjAp68.png,nonse_high,0.2,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,w,0.705,1,0,48,3,1,47,title,w,EmjAp22.png,low_med,0.17,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,w,0.686,1,0,48,4,1,47,dust,w,EmjAp22.png,med_med,205,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,n,0.922,1,0,48,5,1,47,meel,n,EmjAp34.png,nonse_low,0.2,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,n,0.886,1,0,48,6,1,47,phomy,n,blank.png,nonse_none,0.22,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,n,1.021,1,0,48,7,1,47,fible,n,EmjAp22.png,nonse_med,0.185,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,w,0.957,1,0,48,8,1,47,grain,w,EmjAp68.png,low_high,0.2,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,n,1.037,1,0,48,9,1,47,amose,n,blank.png,nonse_none,0.22,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,w,0.692,1,0,48,10,1,47,shock,w,EmjAp68.png,high_high,0.215,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
,,,,,,w,1.151,1,0,48,11,1,47,lates,n,EmjAp68.png,nonse_high,0.195,0,Zo,001,2019-05-29_15h54.01.574,word_arousal,3.1.2,60,IwAR03w4LPcUtre8tNyezcuIfbyBEPpDmF1OfRGS1IPoKrBGBRaM6aLFlw9wQ
