key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,word,ground_truth,image,category,distance_x,distance_y,participant,session,date,expName,psychopyVersion,frameRate,fbclid
w,3.145,n,2.352,space,2.785,w,1.791,1,0,48,0,1,47,sword,w,blank.png,high_none,0.22,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.055,1,0,48,1,1,47,tea,w,blank.png,low_none,0.22,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,n,2.412,1,0,48,2,1,47,jears,n,EmjAp68.png,nonse_high,0.2,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.702,1,0,48,3,1,47,title,w,EmjAp22.png,low_med,0.17,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,0.865,1,0,48,4,1,47,dust,w,EmjAp22.png,med_med,205,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,n,3.601,1,0,48,5,1,47,meel,n,EmjAp34.png,nonse_low,0.2,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,2.466,1,0,48,6,1,47,phomy,n,blank.png,nonse_none,0.22,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.2,1,0,48,7,1,47,fible,n,EmjAp22.png,nonse_med,0.185,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.672,1,0,48,8,1,47,grain,w,EmjAp68.png,low_high,0.2,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,n,2.053,1,0,48,9,1,47,amose,n,blank.png,nonse_none,0.22,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.718,1,0,48,10,1,47,shock,w,EmjAp68.png,high_high,0.215,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,n,2.14,1,0,48,11,1,47,lates,n,EmjAp68.png,nonse_high,0.195,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.26,1,0,48,12,1,47,flame,w,EmjAp22.png,high_med,0.213,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.25,1,0,48,13,1,47,romance,w,EmjAp34.png,high_low,0.27,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,n,2.987,1,0,48,14,1,47,tex,n,EmjAp22.png,nonse_med,0.16,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.523,1,0,48,15,1,47,whool,n,EmjAp22.png,nonse_med,0.215,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,0.924,1,0,48,16,1,47,tovel,n,blank.png,nonse_none,0.22,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,0.975,1,0,48,17,1,47,pupil,w,EmjAp34.png,med_low,0.2,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,0.656,1,0,48,18,1,47,air,w,blank.png,med_none,0.22,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,2.42,1,0,48,19,1,47,detry,n,EmjAp34.png,nonse_low,0.205,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,0.8,1,0,48,20,1,47,liberty,w,EmjAp68.png,med_high,0.215,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,n,2.022,1,0,48,21,1,47,slame,n,EmjAp34.png,nonse_low,0.215,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.457,1,0,48,22,1,47,blanket,w,EmjAp34.png,low_low,0.24,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
,,,,,,w,1.452,1,0,48,23,1,47,mill,w,blank.png,low_none,0.22,0,,001,2019-05-29_16h23.36.104,word_arousal,3.1.2,60,IwAR0Xbw9K0fQEj4ekk6N1NaLDovwJUsQITbGJA4Aj75kTEb0w6EnmH2nyiXA
